problem_id,dataset,model,n_steps,duration,event,first_error_step,n_errors,final_correct,error_vector
mathqa_214,mathqa,qwen2.5_7b,5,2,1,1.0,3,False,"[0, 1, 1, 1, 0]"
mathqa_215,mathqa,qwen2.5_7b,7,5,1,4.0,3,False,"[0, 0, 0, 0, 1, 1, 1]"
mathqa_216,mathqa,qwen2.5_7b,4,1,1,0.0,3,False,"[1, 1, 0, 1]"
mathqa_217,mathqa,qwen2.5_7b,13,2,1,1.0,5,False,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
mathqa_218,mathqa,qwen2.5_7b,8,1,1,0.0,6,False,"[1, 0, 1, 1, 1, 1, 1, 0]"
mathqa_219,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_220,mathqa,qwen2.5_7b,17,3,1,2.0,5,False,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
mathqa_221,mathqa,qwen2.5_7b,6,3,1,2.0,2,False,"[0, 0, 1, 1, 0, 0]"
mathqa_222,mathqa,qwen2.5_7b,4,1,1,0.0,4,False,"[1, 1, 1, 1]"
mathqa_223,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_224,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_225,mathqa,qwen2.5_7b,5,3,1,2.0,1,False,"[0, 0, 1, 0, 0]"
mathqa_226,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_227,mathqa,qwen2.5_7b,12,6,1,5.0,2,False,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
mathqa_228,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_229,mathqa,qwen2.5_7b,7,2,1,1.0,5,False,"[0, 1, 1, 1, 1, 1, 0]"
mathqa_230,mathqa,qwen2.5_7b,5,3,1,2.0,3,False,"[0, 0, 1, 1, 1]"
mathqa_232,mathqa,qwen2.5_7b,16,12,1,11.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
mathqa_234,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 0, 1]"
mathqa_235,mathqa,qwen2.5_7b,8,2,1,1.0,7,False,"[0, 1, 1, 1, 1, 1, 1, 1]"
mathqa_236,mathqa,qwen2.5_7b,5,4,1,3.0,2,False,"[0, 0, 0, 1, 1]"
mathqa_237,mathqa,qwen2.5_7b,6,5,1,4.0,2,False,"[0, 0, 0, 0, 1, 1]"
mathqa_238,mathqa,qwen2.5_7b,16,5,1,4.0,4,False,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
mathqa_239,mathqa,qwen2.5_7b,12,12,1,11.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
mathqa_240,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_241,mathqa,qwen2.5_7b,4,2,1,1.0,1,False,"[0, 1, 0, 0]"
mathqa_242,mathqa,qwen2.5_7b,9,4,1,3.0,4,False,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
mathqa_243,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_244,mathqa,qwen2.5_7b,8,8,1,7.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 1]"
mathqa_245,mathqa,qwen2.5_7b,18,9,1,8.0,6,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]"
mathqa_247,mathqa,qwen2.5_7b,5,1,1,0.0,3,False,"[1, 1, 0, 1, 0]"
mathqa_248,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 1, 0]"
mathqa_249,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_250,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_251,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_252,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 1, 0]"
mathqa_253,mathqa,qwen2.5_7b,7,3,1,2.0,4,False,"[0, 0, 1, 1, 1, 1, 0]"
mathqa_256,mathqa,qwen2.5_7b,12,2,1,1.0,9,False,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
mathqa_257,mathqa,qwen2.5_7b,5,2,1,1.0,2,False,"[0, 1, 1, 0, 0]"
mathqa_258,mathqa,qwen2.5_7b,6,3,1,2.0,2,False,"[0, 0, 1, 1, 0, 0]"
mathqa_259,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_260,mathqa,qwen2.5_7b,6,2,1,1.0,2,False,"[0, 1, 0, 1, 0, 0]"
mathqa_261,mathqa,qwen2.5_7b,6,2,1,1.0,3,False,"[0, 1, 1, 0, 1, 0]"
mathqa_262,mathqa,qwen2.5_7b,8,2,1,1.0,7,False,"[0, 1, 1, 1, 1, 1, 1, 1]"
mathqa_263,mathqa,qwen2.5_7b,7,4,1,3.0,1,False,"[0, 0, 0, 1, 0, 0, 0]"
mathqa_264,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_265,mathqa,qwen2.5_7b,6,3,1,2.0,3,False,"[0, 0, 1, 0, 1, 1]"
mathqa_266,mathqa,qwen2.5_7b,6,1,1,0.0,1,False,"[1, 0, 0, 0, 0, 0]"
mathqa_267,mathqa,qwen2.5_7b,14,5,1,4.0,2,False,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
mathqa_268,mathqa,qwen2.5_7b,5,4,1,3.0,2,False,"[0, 0, 0, 1, 1]"
mathqa_269,mathqa,qwen2.5_7b,9,2,1,1.0,6,False,"[0, 1, 1, 1, 1, 0, 1, 1, 0]"
mathqa_271,mathqa,qwen2.5_7b,16,12,1,11.0,2,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
mathqa_272,mathqa,qwen2.5_7b,4,2,1,1.0,1,False,"[0, 1, 0, 0]"
mathqa_273,mathqa,qwen2.5_7b,7,2,1,1.0,3,False,"[0, 1, 0, 0, 0, 1, 1]"
mathqa_275,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_276,mathqa,qwen2.5_7b,6,4,1,3.0,2,False,"[0, 0, 0, 1, 1, 0]"
mathqa_277,mathqa,qwen2.5_7b,6,4,1,3.0,2,False,"[0, 0, 0, 1, 1, 0]"
mathqa_279,mathqa,qwen2.5_7b,4,3,1,2.0,2,False,"[0, 0, 1, 1]"
mathqa_281,mathqa,qwen2.5_7b,8,2,1,1.0,6,False,"[0, 1, 1, 1, 1, 1, 1, 0]"
mathqa_282,mathqa,qwen2.5_7b,6,5,1,4.0,1,False,"[0, 0, 0, 0, 1, 0]"
mathqa_283,mathqa,qwen2.5_7b,6,2,1,1.0,4,False,"[0, 1, 1, 1, 1, 0]"
mathqa_284,mathqa,qwen2.5_7b,9,2,1,1.0,7,False,"[0, 1, 1, 1, 1, 1, 1, 1, 0]"
mathqa_285,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_286,mathqa,qwen2.5_7b,5,4,1,3.0,1,False,"[0, 0, 0, 1, 0]"
mathqa_287,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_288,mathqa,qwen2.5_7b,8,2,1,1.0,4,False,"[0, 1, 1, 1, 1, 0, 0, 0]"
mathqa_289,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_290,mathqa,qwen2.5_7b,5,3,1,2.0,3,False,"[0, 0, 1, 1, 1]"
mathqa_291,mathqa,qwen2.5_7b,7,5,1,4.0,3,False,"[0, 0, 0, 0, 1, 1, 1]"
mathqa_292,mathqa,qwen2.5_7b,5,3,1,2.0,3,False,"[0, 0, 1, 1, 1]"
mathqa_293,mathqa,qwen2.5_7b,6,5,1,4.0,1,False,"[0, 0, 0, 0, 1, 0]"
mathqa_294,mathqa,qwen2.5_7b,4,3,1,2.0,2,False,"[0, 0, 1, 1]"
mathqa_295,mathqa,qwen2.5_7b,6,4,1,3.0,1,False,"[0, 0, 0, 1, 0, 0]"
mathqa_296,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_297,mathqa,qwen2.5_7b,9,9,1,8.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
mathqa_298,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_299,mathqa,qwen2.5_7b,5,3,1,2.0,2,False,"[0, 0, 1, 1, 0]"
mathqa_300,mathqa,qwen2.5_7b,9,6,1,5.0,2,False,"[0, 0, 0, 0, 0, 1, 0, 1, 0]"
mathqa_301,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_302,mathqa,qwen2.5_7b,15,9,1,8.0,7,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
mathqa_305,mathqa,qwen2.5_7b,5,2,1,1.0,2,False,"[0, 1, 0, 0, 1]"
mathqa_306,mathqa,qwen2.5_7b,9,5,1,4.0,5,False,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
mathqa_307,mathqa,qwen2.5_7b,7,4,1,3.0,1,False,"[0, 0, 0, 1, 0, 0, 0]"
mathqa_308,mathqa,qwen2.5_7b,10,8,1,7.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
mathqa_309,mathqa,qwen2.5_7b,11,2,1,1.0,9,False,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
mathqa_310,mathqa,qwen2.5_7b,7,4,1,3.0,4,False,"[0, 0, 0, 1, 1, 1, 1]"
mathqa_311,mathqa,qwen2.5_7b,8,2,1,1.0,5,False,"[0, 1, 1, 1, 1, 1, 0, 0]"
mathqa_312,mathqa,qwen2.5_7b,5,1,1,0.0,2,False,"[1, 1, 0, 0, 0]"
mathqa_313,mathqa,qwen2.5_7b,5,4,1,3.0,2,False,"[0, 0, 0, 1, 1]"
mathqa_314,mathqa,qwen2.5_7b,8,2,1,1.0,3,False,"[0, 1, 1, 0, 1, 0, 0, 0]"
mathqa_316,mathqa,qwen2.5_7b,6,3,1,2.0,1,False,"[0, 0, 1, 0, 0, 0]"
mathqa_317,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_318,mathqa,qwen2.5_7b,5,2,1,1.0,3,False,"[0, 1, 1, 1, 0]"
mathqa_319,mathqa,qwen2.5_7b,9,2,1,1.0,2,False,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
mathqa_320,mathqa,qwen2.5_7b,6,2,1,1.0,4,False,"[0, 1, 1, 1, 0, 1]"
mathqa_321,mathqa,qwen2.5_7b,7,4,1,3.0,2,False,"[0, 0, 0, 1, 1, 0, 0]"
mathqa_322,mathqa,qwen2.5_7b,7,2,1,1.0,4,False,"[0, 1, 1, 0, 1, 0, 1]"
mathqa_323,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_324,mathqa,qwen2.5_7b,6,3,1,2.0,4,False,"[0, 0, 1, 1, 1, 1]"
mathqa_325,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_326,mathqa,qwen2.5_7b,7,2,1,1.0,3,False,"[0, 1, 1, 1, 0, 0, 0]"
mathqa_328,mathqa,qwen2.5_7b,6,3,1,2.0,2,False,"[0, 0, 1, 0, 1, 0]"
mathqa_329,mathqa,qwen2.5_7b,8,2,1,1.0,4,False,"[0, 1, 1, 1, 1, 0, 0, 0]"
mathqa_330,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_331,mathqa,qwen2.5_7b,8,2,1,1.0,7,False,"[0, 1, 1, 1, 1, 1, 1, 1]"
mathqa_333,mathqa,qwen2.5_7b,5,2,1,1.0,3,False,"[0, 1, 1, 0, 1]"
mathqa_334,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 1, 0]"
mathqa_335,mathqa,qwen2.5_7b,8,2,1,1.0,3,False,"[0, 1, 0, 0, 0, 1, 1, 0]"
mathqa_336,mathqa,qwen2.5_7b,4,3,1,2.0,2,False,"[0, 0, 1, 1]"
mathqa_337,mathqa,qwen2.5_7b,14,4,1,3.0,6,False,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0]"
mathqa_338,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 0, 1]"
mathqa_339,mathqa,qwen2.5_7b,5,2,1,1.0,3,False,"[0, 1, 1, 1, 0]"
mathqa_340,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_341,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_342,mathqa,qwen2.5_7b,7,6,1,5.0,2,False,"[0, 0, 0, 0, 0, 1, 1]"
mathqa_343,mathqa,qwen2.5_7b,4,2,1,1.0,1,False,"[0, 1, 0, 0]"
mathqa_344,mathqa,qwen2.5_7b,7,2,1,1.0,3,False,"[0, 1, 0, 1, 0, 1, 0]"
mathqa_345,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_346,mathqa,qwen2.5_7b,22,2,1,1.0,5,False,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
mathqa_347,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_348,mathqa,qwen2.5_7b,6,2,1,1.0,4,False,"[0, 1, 0, 1, 1, 1]"
mathqa_351,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 1, 0]"
mathqa_352,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 1, 0]"
mathqa_353,mathqa,qwen2.5_7b,7,2,1,1.0,2,False,"[0, 1, 1, 0, 0, 0, 0]"
mathqa_354,mathqa,qwen2.5_7b,5,4,1,3.0,2,False,"[0, 0, 0, 1, 1]"
mathqa_355,mathqa,qwen2.5_7b,7,2,1,1.0,6,False,"[0, 1, 1, 1, 1, 1, 1]"
mathqa_356,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_357,mathqa,qwen2.5_7b,9,2,1,1.0,5,False,"[0, 1, 1, 1, 1, 1, 0, 0, 0]"
mathqa_358,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_359,mathqa,qwen2.5_7b,6,5,1,4.0,2,False,"[0, 0, 0, 0, 1, 1]"
mathqa_360,mathqa,qwen2.5_7b,5,3,1,2.0,1,False,"[0, 0, 1, 0, 0]"
mathqa_361,mathqa,qwen2.5_7b,6,5,1,4.0,1,False,"[0, 0, 0, 0, 1, 0]"
mathqa_362,mathqa,qwen2.5_7b,18,3,1,2.0,4,False,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mathqa_363,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_365,mathqa,qwen2.5_7b,6,2,1,1.0,4,False,"[0, 1, 0, 1, 1, 1]"
mathqa_367,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_368,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_369,mathqa,qwen2.5_7b,6,5,1,4.0,1,False,"[0, 0, 0, 0, 1, 0]"
mathqa_370,mathqa,qwen2.5_7b,6,2,1,1.0,4,False,"[0, 1, 0, 1, 1, 1]"
mathqa_371,mathqa,qwen2.5_7b,20,8,1,7.0,2,False,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mathqa_372,mathqa,qwen2.5_7b,6,1,1,0.0,3,False,"[1, 1, 0, 0, 1, 0]"
mathqa_373,mathqa,qwen2.5_7b,5,2,1,1.0,3,False,"[0, 1, 0, 1, 1]"
mathqa_374,mathqa,qwen2.5_7b,7,5,1,4.0,3,False,"[0, 0, 0, 0, 1, 1, 1]"
mathqa_375,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_376,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 1, 0]"
mathqa_377,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_378,mathqa,qwen2.5_7b,6,5,1,4.0,1,False,"[0, 0, 0, 0, 1, 0]"
mathqa_379,mathqa,qwen2.5_7b,4,2,1,1.0,1,False,"[0, 1, 0, 0]"
mathqa_380,mathqa,qwen2.5_7b,5,3,1,2.0,2,False,"[0, 0, 1, 1, 0]"
mathqa_381,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_382,mathqa,qwen2.5_7b,7,2,1,1.0,2,False,"[0, 1, 1, 0, 0, 0, 0]"
mathqa_384,mathqa,qwen2.5_7b,4,3,1,2.0,1,False,"[0, 0, 1, 0]"
mathqa_385,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_386,mathqa,qwen2.5_7b,9,9,1,8.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
mathqa_387,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_388,mathqa,qwen2.5_7b,7,2,1,1.0,3,False,"[0, 1, 1, 1, 0, 0, 0]"
mathqa_389,mathqa,qwen2.5_7b,6,4,1,3.0,1,False,"[0, 0, 0, 1, 0, 0]"
mathqa_390,mathqa,qwen2.5_7b,5,2,1,1.0,1,False,"[0, 1, 0, 0, 0]"
mathqa_391,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_392,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_393,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_394,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_395,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_396,mathqa,qwen2.5_7b,6,3,1,2.0,1,False,"[0, 0, 1, 0, 0, 0]"
mathqa_397,mathqa,qwen2.5_7b,16,12,1,11.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
mathqa_399,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_400,mathqa,qwen2.5_7b,6,2,1,1.0,3,False,"[0, 1, 1, 1, 0, 0]"
mathqa_401,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_403,mathqa,qwen2.5_7b,9,2,1,1.0,4,False,"[0, 1, 1, 1, 1, 0, 0, 0, 0]"
mathqa_404,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_405,mathqa,qwen2.5_7b,5,4,1,3.0,2,False,"[0, 0, 0, 1, 1]"
mathqa_406,mathqa,qwen2.5_7b,6,4,1,3.0,1,False,"[0, 0, 0, 1, 0, 0]"
mathqa_407,mathqa,qwen2.5_7b,7,2,1,1.0,2,False,"[0, 1, 0, 0, 0, 0, 1]"
mathqa_408,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_409,mathqa,qwen2.5_7b,10,2,1,1.0,8,False,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
mathqa_410,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_411,mathqa,qwen2.5_7b,6,2,1,1.0,4,False,"[0, 1, 1, 1, 1, 0]"
mathqa_412,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_413,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_414,mathqa,qwen2.5_7b,10,3,1,2.0,2,False,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
mathqa_415,mathqa,qwen2.5_7b,11,6,1,5.0,2,False,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
mathqa_416,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_417,mathqa,qwen2.5_7b,14,4,1,3.0,4,False,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
mathqa_418,mathqa,qwen2.5_7b,8,2,1,1.0,7,False,"[0, 1, 1, 1, 1, 1, 1, 1]"
mathqa_420,mathqa,qwen2.5_7b,5,2,1,1.0,2,False,"[0, 1, 1, 0, 0]"
mathqa_421,mathqa,qwen2.5_7b,5,1,1,0.0,4,False,"[1, 0, 1, 1, 1]"
mathqa_422,mathqa,qwen2.5_7b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
mathqa_423,mathqa,qwen2.5_7b,7,5,1,4.0,2,False,"[0, 0, 0, 0, 1, 1, 0]"
mathqa_424,mathqa,qwen2.5_7b,6,1,1,0.0,3,False,"[1, 1, 1, 0, 0, 0]"
mathqa_425,mathqa,qwen2.5_7b,10,7,1,6.0,2,False,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
mathqa_426,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_427,mathqa,qwen2.5_7b,6,2,1,1.0,4,False,"[0, 1, 1, 1, 1, 0]"
mathqa_428,mathqa,qwen2.5_7b,4,1,1,0.0,3,False,"[1, 1, 1, 0]"
mathqa_429,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_431,mathqa,qwen2.5_7b,6,5,1,4.0,1,False,"[0, 0, 0, 0, 1, 0]"
mathqa_432,mathqa,qwen2.5_7b,6,4,1,3.0,1,False,"[0, 0, 0, 1, 0, 0]"
mathqa_433,mathqa,qwen2.5_7b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
mathqa_434,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_435,mathqa,qwen2.5_7b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
mathqa_436,mathqa,qwen2.5_7b,9,5,1,4.0,3,False,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
mathqa_437,mathqa,qwen2.5_7b,8,2,1,1.0,5,False,"[0, 1, 0, 1, 1, 1, 1, 0]"
mathqa_438,mathqa,qwen2.5_7b,7,2,1,1.0,2,False,"[0, 1, 0, 1, 0, 0, 0]"
mathqa_439,mathqa,qwen2.5_7b,7,2,1,1.0,2,False,"[0, 1, 0, 1, 0, 0, 0]"
mathqa_440,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_441,mathqa,qwen2.5_7b,10,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
mathqa_442,mathqa,qwen2.5_7b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
mathqa_443,mathqa,qwen2.5_7b,5,2,1,1.0,2,False,"[0, 1, 1, 0, 0]"
mathqa_444,mathqa,qwen2.5_7b,5,3,1,2.0,3,False,"[0, 0, 1, 1, 1]"
mathqa_445,mathqa,qwen2.5_7b,5,2,1,1.0,2,False,"[0, 1, 1, 0, 0]"
mathqa_446,mathqa,qwen2.5_7b,6,3,1,2.0,2,False,"[0, 0, 1, 0, 0, 1]"
mathqa_447,mathqa,qwen2.5_7b,4,2,1,1.0,2,False,"[0, 1, 1, 0]"
mathqa_448,mathqa,qwen2.5_7b,8,2,1,1.0,4,False,"[0, 1, 1, 1, 0, 1, 0, 0]"
mathqa_449,mathqa,qwen2.5_7b,6,2,1,1.0,3,False,"[0, 1, 0, 0, 1, 1]"
mathqa_450,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_451,mathqa,qwen2.5_7b,4,3,1,2.0,2,False,"[0, 0, 1, 1]"
mathqa_452,mathqa,qwen2.5_7b,6,2,1,1.0,2,False,"[0, 1, 0, 0, 1, 0]"
mathqa_453,mathqa,qwen2.5_7b,7,2,1,1.0,1,False,"[0, 1, 0, 0, 0, 0, 0]"
mathqa_454,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_455,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_456,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_457,mathqa,qwen2.5_7b,12,5,1,4.0,2,False,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
mathqa_458,mathqa,qwen2.5_7b,7,3,1,2.0,3,False,"[0, 0, 1, 0, 1, 1, 0]"
mathqa_459,mathqa,qwen2.5_7b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
mathqa_460,mathqa,qwen2.5_7b,6,3,1,2.0,3,False,"[0, 0, 1, 1, 0, 1]"
mathqa_461,mathqa,qwen2.5_7b,6,2,1,1.0,2,False,"[0, 1, 0, 0, 1, 0]"
mathqa_463,mathqa,qwen2.5_7b,15,3,1,2.0,5,False,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]"
mathqa_464,mathqa,qwen2.5_7b,4,2,1,1.0,3,False,"[0, 1, 1, 1]"
mathqa_465,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_466,mathqa,qwen2.5_7b,5,4,1,3.0,1,False,"[0, 0, 0, 1, 0]"
mathqa_467,mathqa,qwen2.5_7b,4,2,1,1.0,1,False,"[0, 1, 0, 0]"
mathqa_468,mathqa,qwen2.5_7b,14,4,1,3.0,3,False,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
mathqa_469,mathqa,qwen2.5_7b,9,4,1,3.0,4,False,"[0, 0, 0, 1, 1, 0, 0, 1, 1]"
mathqa_470,mathqa,qwen2.5_7b,5,2,1,1.0,3,False,"[0, 1, 0, 1, 1]"
mathqa_471,mathqa,qwen2.5_7b,5,2,1,1.0,2,False,"[0, 1, 1, 0, 0]"
mathqa_472,mathqa,qwen2.5_7b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
mathqa_473,mathqa,qwen2.5_7b,7,4,1,3.0,2,False,"[0, 0, 0, 1, 0, 1, 0]"
